,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,ind_cws_1,ind_cws_2,ind_cws_3,ind_cws_4,ind_cws_5,type,state,urban,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
6597,NA,0.016678615,0.627470016,0.617004693,0.024291079,0.682719469,0.069508649,0.247771889,NA,0.071415097,0.17533116,0.097104557,0.005832228,0.650316954,State+Urban+youth,25,0,state,urban/rural,2017,Youth,2017,0,NA,1.604403615,1.78703618,0.261659652,0.122001097,Daman & Diu
6598,NA,0.14138031,0.465147793,0.399385065,0.044174496,0.86513555,0,0.13486445,0.189955935,0.042265996,0.258033246,0.099085808,0.065762736,0.534852207,State+Urban+youth,25,0,state,urban/rural,2017,Youth,2017,1,NA,1.821276069,1.872854233,0.207638785,0.170958474,Daman & Diu
6599,NA,0.000438855,0.636603177,0.63632375,0.001352146,0.819378138,0.007389568,0.173232302,NA,0.004017627,0.26592651,0.147170126,0.000183133,0.582702637,State+Urban+youth,25,1,state,urban/rural,2017,Youth,2017,0,NA,1.834874272,2.05821991,0.190694451,0.032566641,Daman & Diu
6600,NA,0.049380261,0.649992824,0.61789602,0.009387245,0.926614523,0,0.073385492,0.188834473,0,0.520231426,0.097664595,0.032096814,0.350007147,State+Urban+youth,25,1,state,urban/rural,2017,Youth,2017,1,NA,1.749815583,1.892600775,0.11231067,0.044779908,Daman & Diu
6601,NA,0.03282062,0.629805863,0.609135211,0.109657757,0.106741272,0.315116107,0.578142583,NA,0.325565308,0.03795772,0.060393952,0.015785802,0.560297191,State+Urban+youth,27,0,state,urban/rural,2017,Youth,2017,0,NA,0.628072321,0.889098883,0.546698034,0.353413641,Maharashtra
6602,NA,0.164309293,0.395347238,0.33038801,0.098349787,0.199612036,0.34197247,0.458415508,0.251924604,0.195157811,0.059942964,0.07528723,0.064959221,0.604652762,State+Urban+youth,27,0,state,urban/rural,2017,Youth,2017,1,NA,0.587635756,0.835393071,0.620124996,0.440839946,Maharashtra
6603,NA,0.043817915,0.526756406,0.503675044,0.015878506,0.550065875,0.093049876,0.356884211,NA,0.016246382,0.102551803,0.230785787,0.016283622,0.634132385,State+Urban+youth,27,1,state,urban/rural,2017,Youth,2017,0,NA,1.486660719,1.614651561,0.205740005,0.107296593,Maharashtra
6604,NA,0.211983472,0.387190342,0.305112392,0.024465043,0.661278427,0.107443914,0.231277674,0.22661522,0.004482965,0.103611059,0.197018355,0.08207795,0.612809658,State+Urban+youth,27,1,state,urban/rural,2017,Youth,2017,1,NA,1.337325931,1.541665196,0.310016423,0.160366312,Maharashtra
6605,NA,0.048278853,0.652813137,0.621296048,0.072002254,0.093124799,0.412473261,0.494401932,NA,0.298819929,0.071767956,0.080273494,0.023234263,0.525904357,State+Urban+youth,28,0,state,urban/rural,2017,Youth,2017,0,NA,0.671299994,0.924959004,0.515703619,0.318333268,Andhra Pradesh
6606,NA,0.179118335,0.512730181,0.420890808,0.086891346,0.14863804,0.442230433,0.409131527,0.318844348,0.225535661,0.100288101,0.095067061,0.091839381,0.487269789,State+Urban+youth,28,0,state,urban/rural,2017,Youth,2017,1,NA,0.593099594,0.863475382,0.592566431,0.402579427,Andhra Pradesh
6607,NA,0.027133863,0.580175519,0.564433098,0.029313579,0.39953503,0.168180794,0.432284176,NA,0.024837462,0.114828929,0.254000068,0.011132989,0.595200539,State+Urban+youth,28,1,state,urban/rural,2017,Youth,2017,0,NA,1.161180258,1.398838401,0.340738624,0.167087197,Andhra Pradesh
6608,NA,0.259587646,0.395499885,0.292833,0.026691049,0.453187704,0.188043594,0.358768702,0.302084923,0.008218689,0.118337557,0.166276753,0.102666885,0.604500115,State+Urban+youth,28,1,state,urban/rural,2017,Youth,2017,1,NA,0.886050105,1.162432551,0.480640769,0.295063078,Andhra Pradesh
6609,NA,0.015553424,0.594331503,0.585087597,0.075698845,0.110723436,0.297901064,0.59137547,NA,0.291442543,0.044900514,0.066706322,0.006365506,0.590585113,State+Urban+youth,29,0,state,urban/rural,2017,Youth,2017,0,NA,0.759485483,1.032976627,0.455251902,0.270590395,Karnataka
6610,NA,0.175435141,0.404001296,0.333125263,0.101093665,0.24886328,0.290567458,0.460569263,0.339526206,0.159161404,0.071892187,0.10207168,0.070876025,0.595998704,State+Urban+youth,29,0,state,urban/rural,2017,Youth,2017,1,NA,0.777298331,1.012945771,0.535112321,0.377084941,Karnataka
6611,NA,0.027740639,0.531869471,0.517115057,0.016497111,0.429778546,0.170170352,0.400051117,NA,0.034140788,0.117658161,0.210114881,0.010546912,0.627539277,State+Urban+youth,29,1,state,urban/rural,2017,Youth,2017,0,NA,1.314195037,1.50759697,0.268574864,0.140068829,Karnataka
6612,NA,0.176958799,0.389144182,0.320281714,0.02035303,0.574412704,0.210101485,0.215485796,0.254264683,0.009099966,0.118262351,0.192919388,0.06886249,0.610855818,State+Urban+youth,29,1,state,urban/rural,2017,Youth,2017,1,NA,1.332279921,1.598539114,0.33787787,0.171013191,Karnataka
6613,NA,0.079258874,0.4811728,0.443035603,0.015475838,0.561295927,0.146651,0.292053103,NA,0.053230986,0.087683581,0.195092574,0.028924035,0.635068834,State+Urban+youth,30,0,state,urban/rural,2017,Youth,2017,0,NA,1.784645915,1.88430357,0.139831245,0.066459648,Goa
6614,NA,0.320261776,0.525053203,0.356898725,0.015593411,0.813466489,0.141677171,0.044856351,0.289012104,0.03721514,0.136783287,0.18290031,0.168154463,0.474946797,State+Urban+youth,30,0,state,urban/rural,2017,Youth,2017,1,NA,2.218854666,2.338309288,0.115150593,0.047618046,Goa
6615,NA,0.110549703,0.467089623,0.415452987,0.007430645,0.564627707,0.051784374,0.383587897,NA,0.011558941,0.087210879,0.208910197,0.038241524,0.654078484,State+Urban+youth,30,1,state,urban/rural,2017,Youth,2017,0,NA,1.734541416,1.839531779,0.111727126,0.044366688,Goa
6616,NA,0.269032151,0.501510322,0.366587937,0.01651312,0.751645923,0.079413302,0.168940797,0.184333637,0,0.114387102,0.252200842,0.134922415,0.498489648,State+Urban+youth,30,1,state,urban/rural,2017,Youth,2017,1,NA,1.827972531,1.920624852,0.139312029,0.077253059,Goa
6617,NA,0.023106357,0.430506945,0.420559496,0,0.46125713,0.306049556,0.232693315,NA,0.068593726,0.019992609,0.191675365,0.006628999,0.713109314,State+Urban+youth,31,0,state,urban/rural,2017,Youth,2017,0,NA,1.62710464,1.775602221,0.148497567,0,Lakshadweep
6618,NA,0.306072533,0.596387804,0.41384989,0.009194807,0.331439257,0.611273408,0.057287302,0.332333386,0.096044265,0.108948022,0.208857596,0.182537928,0.403612196,State+Urban+youth,31,0,state,urban/rural,2017,Youth,2017,1,NA,1.587367415,1.587367415,0.023980998,0.023980998,Lakshadweep
6619,NA,0.078979008,0.408589602,0.376319587,0.003385699,0.529700339,0.333551586,0.13674809,NA,0.080581829,0.041306306,0.135709286,0.022089386,0.720313191,State+Urban+youth,31,1,state,urban/rural,2017,Youth,2017,0,NA,1.951800227,1.978950381,0.065723449,0.046483692,Lakshadweep
6620,NA,0.682525635,0.422626257,0.134173006,0.00351712,0.450130552,0.413790941,0.136078507,0.429889202,0.009410245,0.029527517,0.095235236,0.288453251,0.577373743,State+Urban+youth,31,1,state,urban/rural,2017,Youth,2017,1,NA,2.093439579,2.144510269,0.187489405,0.136418626,Lakshadweep
6621,NA,0.075080469,0.48017019,0.444118768,0.011709243,0.28719452,0.297425956,0.415379524,NA,0.088215739,0.091914982,0.14142552,0.026145929,0.652297854,State+Urban+youth,32,0,state,urban/rural,2017,Youth,2017,0,NA,1.27968204,1.442427754,0.258606583,0.142676428,Kerala
6622,NA,0.345411211,0.363934249,0.238227278,0.005926071,0.395595729,0.352635205,0.251769096,0.263744295,0.02387405,0.094232358,0.120120876,0.125706971,0.636065722,State+Urban+youth,32,0,state,urban/rural,2017,Youth,2017,1,NA,1.478410721,1.56052947,0.163611874,0.092137322,Kerala
6623,NA,0.09367314,0.469394028,0.425424427,0.008208993,0.365711749,0.227817297,0.406470954,NA,0.033902682,0.0994635,0.183208853,0.032719515,0.650705457,State+Urban+youth,32,1,state,urban/rural,2017,Youth,2017,0,NA,1.39052701,1.575008631,0.267482698,0.137527078,Kerala
6624,NA,0.447596818,0.374942154,0.207119241,0.005501246,0.608241618,0.199588925,0.192169458,0.238381743,0.002243411,0.056826517,0.14804931,0.167822912,0.625057876,State+Urban+youth,32,1,state,urban/rural,2017,Youth,2017,1,NA,1.743550658,1.938373208,0.21805802,0.094455622,Kerala
6625,NA,0.059686925,0.613330126,0.576722383,0.042386219,0.182339475,0.417715639,0.399944872,NA,0.197370246,0.126766965,0.093597911,0.026659628,0.555605233,State+Urban+youth,33,0,state,urban/rural,2017,Youth,2017,0,NA,0.911828935,1.16379559,0.449888766,0.270706594,Tamil Nadu
6626,NA,0.331339985,0.448753804,0.300063729,0.019734964,0.427036077,0.355968624,0.216995299,0.34393549,0.05314276,0.130648553,0.116272412,0.148690075,0.551246226,State+Urban+youth,33,0,state,urban/rural,2017,Youth,2017,1,NA,1.275746107,1.533145308,0.349571168,0.18858242,Tamil Nadu
6627,NA,0.038176849,0.535889506,0.515430927,0.021489663,0.455180973,0.1987928,0.346026212,NA,0.036524717,0.138763085,0.20355688,0.016550485,0.60460484,State+Urban+youth,33,1,state,urban/rural,2017,Youth,2017,0,NA,1.220027924,1.48392868,0.350217223,0.167411014,Tamil Nadu
6628,NA,0.237130508,0.434216738,0.331250697,0.017811125,0.708855689,0.140473694,0.150670633,0.264469832,0.009965909,0.117973454,0.203311339,0.102966033,0.565783262,State+Urban+youth,33,1,state,urban/rural,2017,Youth,2017,1,NA,1.531981707,1.833492637,0.306257039,0.143414259,Tamil Nadu
6629,NA,0.013951256,0.438604593,0.432485491,0.000400118,0.249330983,0.503675044,0.246994004,NA,0.051436964,0.096845798,0.148857102,0.004204127,0.698656023,State+Urban+youth,34,0,state,urban/rural,2017,Youth,2017,0,NA,1.456310868,1.601849794,0.177974939,0.079905733,Puducherry
6630,NA,0.488255322,0.209674075,0.107299589,0,0.542265773,0.451536298,0.006197926,0.32648626,0.007268328,0.045543473,0.054487791,0.102374487,0.79032594,State+Urban+youth,34,0,state,urban/rural,2017,Youth,2017,1,NA,1.306148529,1.58022368,0.225475296,0.134116903,Puducherry
6631,NA,0.072709598,0.473186851,0.438781619,0.008048433,0.446608335,0.23382771,0.319563955,NA,0.028131336,0.098612882,0.202682555,0.02579267,0.644780576,State+Urban+youth,34,1,state,urban/rural,2017,Youth,2017,0,NA,1.46570456,1.679824471,0.24432233,0.097248137,Puducherry
6632,NA,0.304316044,0.383949578,0.267107546,0.007686555,0.635201931,0.14563559,0.219162449,0.219305381,0.023179762,0.105751693,0.138176098,0.116842017,0.616050422,State+Urban+youth,34,1,state,urban/rural,2017,Youth,2017,1,NA,1.445716858,1.763632059,0.350377709,0.172016636,Puducherry
6633,NA,0.061206318,0.570522785,0.535603166,0.038480602,0.436035275,0.175507471,0.388457268,NA,0.112175919,0.099921368,0.163594782,0.02449391,0.599813998,State+Urban+youth,35,0,state,urban/rural,2017,Youth,2017,0,NA,1.558297157,1.61242497,0.140302777,0.091690607,A & N Island
6634,NA,0.393105686,0.529861748,0.321570069,0.017531034,0.596831381,0.223691657,0.179476961,0.399171203,0.033549052,0.11692106,0.171099961,0.208291665,0.470138252,State+Urban+youth,35,0,state,urban/rural,2017,Youth,2017,1,NA,1.364178419,1.424735546,0.115074188,0.054516993,A & N Island
6635,NA,0.101996072,0.627270877,0.563291728,0.015570452,0.71708107,0.104892299,0.178026617,NA,0.003507223,0.057526965,0.316534668,0.042884599,0.579546571,State+Urban+youth,35,1,state,urban/rural,2017,Youth,2017,0,NA,2.247085333,2.326450348,0.118136361,0.053494509,A & N Island
6636,NA,0.344729811,0.555015564,0.363685131,0.016979653,0.726571858,0.081541792,0.191886321,0.242091566,0.001755894,0.053134494,0.308794737,0.191330403,0.444984466,State+Urban+youth,35,1,state,urban/rural,2017,Youth,2017,1,NA,1.265527368,1.499389291,0.209205925,0.076274119,A & N Island
6637,NA,0.018000357,0.635208488,0.623774529,0.083591066,0.094512165,0.309427083,0.596060753,NA,0.305936038,0.082136616,0.056535866,0.008173555,0.547217906,State+Urban+youth,36,0,state,urban/rural,2017,Youth,2017,0,NA,0.778233111,0.918156505,0.363140941,0.251116663,Telangana
6638,NA,0.216571927,0.429216355,0.33626014,0.077439301,0.195213497,0.26148665,0.543299854,0.308371812,0.191262633,0.059083931,0.085913584,0.092956215,0.570783615,State+Urban+youth,36,0,state,urban/rural,2017,Youth,2017,1,NA,0.711054325,0.861451328,0.439419925,0.333497941,Telangana
6639,NA,0.035931408,0.556488514,0.536493063,0.014383319,0.522659183,0.132579684,0.344761133,NA,0.015140957,0.113465771,0.239989921,0.014366516,0.617036819,State+Urban+youth,36,1,state,urban/rural,2017,Youth,2017,0,NA,1.409571052,1.600261688,0.226746231,0.090133637,Telangana
6640,NA,0.273302108,0.396607459,0.288213789,0.014995007,0.709662378,0.076431282,0.213906333,0.236047506,0.004061178,0.07265909,0.211493522,0.108393654,0.603392541,State+Urban+youth,36,1,state,urban/rural,2017,Youth,2017,1,NA,1.421353936,1.653237462,0.311561406,0.142825633,Telangana
6641,NA,0.086673096,0.751490831,0.686356843,0.052149851,0.24092029,0.235137492,0.523942232,0.156072453,0.197685838,0.134574339,0.169675723,0.048434056,0.449630052,AllStates+AllSectors+sex1,NA,99,allindia,All,2017,Gender,2017,NA,Male,0.995901227,1.237527966,0.348247588,0.166782007,NA
6642,NA,0.089811407,0.210759252,0.191830665,0.053542905,0.239387408,0.258248448,0.502364159,0.483225226,0.076978795,0.026074462,0.04090121,0.014453313,0.841592193,AllStates+AllSectors+sex1,NA,99,allindia,All,2017,Gender,2017,NA,Female,0.440795124,0.739454091,0.787984788,0.592991769,NA
6643,NA,0.086702541,0.75619781,0.690633535,0.062776811,0.144829556,0.276054233,0.579116225,0.161180615,0.268041223,0.11441882,0.113242678,0.047800474,0.456496805,AllStates+Urban+sex1,NA,0,allindia,urban/rural,2017,Gender,2017,NA,Male,0.85648334,1.110227466,0.389445364,0.196171433,NA
6644,NA,0.075133115,0.21720621,0.200886831,0.069597863,0.123222657,0.313558996,0.563218355,0.519697547,0.104932435,0.020750422,0.02263611,0.012324912,0.839356124,AllStates+Urban+sex1,NA,0,allindia,urban/rural,2017,Gender,2017,NA,Female,0.253954321,0.544808626,0.854376972,0.660991371,NA
6645,NA,0.086604662,0.740775526,0.676620901,0.027957737,0.46453014,0.139921352,0.395548522,0.143390477,0.02690801,0.183499023,0.306659043,0.049971998,0.432961941,AllStates+Urban+sex1,NA,1,allindia,urban/rural,2017,Gender,2017,NA,Male,1.320336342,1.533765316,0.252354294,0.098374285,NA
6646,NA,0.12667881,0.19613716,0.17129074,0.017129272,0.548554718,0.111041956,0.340403289,0.394754887,0.010015083,0.038828343,0.084655769,0.019551957,0.846948862,AllStates+Urban+sex1,NA,1,allindia,urban/rural,2017,Gender,2017,NA,Female,0.938063622,1.25749433,0.611269355,0.411998004,NA
6647,NA,0.072919436,0.734963775,0.681370616,0.027143478,0.304932684,0.212771177,0.482296169,0.095135339,0.121206,0.17362982,0.21610193,0.041125122,0.447937101,State+AllSectors+sex1,1,99,state,All,2017,Gender,2017,NA,Male,1.341114998,1.49555707,0.205254808,0.087899208,Jammu & Kashmir
6648,NA,0.151432976,0.255019933,0.216401517,0.126477838,0.202513322,0.009877443,0.78760922,0.284283757,0.116335884,0.012440592,0.03392984,0.028813383,0.808480322,State+AllSectors+sex1,1,99,state,All,2017,Gender,2017,NA,Female,0.426464379,0.520411432,0.8362782,0.766504288,Jammu & Kashmir
6649,NA,0.100003697,0.748701334,0.673828423,0.074326292,0.286892205,0.176055446,0.537052333,0.154435933,0.188199624,0.164138585,0.168777421,0.058111597,0.420772791,State+AllSectors+sex1,2,99,state,All,2017,Gender,2017,NA,Male,1.090274215,1.264521837,0.335324377,0.202027351,Himachal Pradesh
6650,NA,0.060162995,0.421179444,0.395840019,0.156939402,0.099266589,0.047834236,0.852899194,0.241484791,0.257266432,0.021712426,0.037458736,0.020249752,0.663312674,State+AllSectors+sex1,2,99,state,All,2017,Gender,2017,NA,Female,0.230089918,0.420521826,0.865533054,0.729410589,Himachal Pradesh
6651,NA,0.081994817,0.745699763,0.684556246,0.047295243,0.319868237,0.203853652,0.476278096,0.162163734,0.142318875,0.186239272,0.211785108,0.049098015,0.41055873,State+AllSectors+sex1,3,99,state,All,2017,Gender,2017,NA,Male,1.123032331,1.262760282,0.219985172,0.112987995,Punjab
6652,NA,0.148455143,0.153596148,0.130794004,0.011234363,0.473646939,0.109491624,0.416861445,0.430349648,0.025856726,0.023372322,0.053855013,0.018738177,0.878177762,State+AllSectors+sex1,3,99,state,All,2017,Gender,2017,NA,Female,0.744623244,1.09790206,0.636878788,0.391339898,Punjab
6653,NA,0.058040898,0.7817384,0.736365616,0.028061705,0.632834792,0.02950103,0.337664187,0.079621822,0.002497473,0.137856573,0.419059664,0.034469515,0.406116754,State+AllSectors+sex1,4,99,state,All,2017,Gender,2017,NA,Male,1.84384203,1.960266232,0.155169517,0.054407015,Chandigarh
6654,NA,0.214753017,0.250862151,0.196988761,0.006724276,0.736653864,0,0.263346136,0.304921895,0.000116703,0.025674835,0.123595431,0.040855046,0.809758008,State+AllSectors+sex1,4,99,state,All,2017,Gender,2017,NA,Female,1.183318734,1.442520618,0.521396399,0.316605926,Chandigarh
6655,NA,0.078938454,0.697767854,0.642687142,0.041189004,0.312269479,0.119944446,0.567786098,0.136634067,0.172804818,0.114758611,0.194457978,0.041301586,0.476677001,State+AllSectors+sex1,5,99,state,All,2017,Gender,2017,NA,Male,1.269348145,1.431831479,0.201524109,0.087063625,Uttrakhand
6656,NA,0.117547378,0.179167047,0.158106431,0.055023521,0.253369123,0.076678343,0.669952512,0.308737278,0.083324581,0.004202454,0.032676566,0.016180219,0.863616168,State+AllSectors+sex1,5,99,state,All,2017,Gender,2017,NA,Female,0.574671686,0.841033518,0.74061352,0.545753539,Uttrakhand
6657,NA,0.106283911,0.738894045,0.660361528,0.036194529,0.377747983,0.170306355,0.451945662,0.151856199,0.114514388,0.167593747,0.194922015,0.057538576,0.465431273,State+AllSectors+sex1,6,99,state,All,2017,Gender,2017,NA,Male,1.445321083,1.531960487,0.147203028,0.080709077,Haryana
6658,NA,0.131627277,0.14154242,0.122911572,0.009495392,0.284626395,0.27039364,0.444979995,0.491279781,0.041747529,0.018587826,0.030841973,0.01382059,0.895002067,State+AllSectors+sex1,6,99,state,All,2017,Gender,2017,NA,Female,0.788235366,1.149395585,0.637720585,0.398505419,Haryana
6659,NA,0.102560356,0.748635769,0.67185539,0.016896144,0.590829015,0.060032375,0.349138588,0.157716617,0.00729534,0.181929097,0.323570848,0.059079047,0.428125679,State+AllSectors+sex1,7,99,state,All,2017,Gender,2017,NA,Male,1.547769308,1.707838774,0.129826397,0.036435589,Delhi
6660,NA,0.111365266,0.143058196,0.127126485,0.002125198,0.768618762,0.016699178,0.214682087,0.43477267,0,0.014261119,0.08410769,0.01321894,0.888412237,State+AllSectors+sex1,7,99,state,All,2017,Gender,2017,NA,Female,1.508325458,1.761717439,0.38263917,0.244016722,Delhi
6661,NA,0.103894591,0.723883867,0.648676217,0.054887045,0.23384656,0.172070816,0.594082654,0.136677355,0.176275641,0.139941797,0.139116272,0.054568894,0.490097404,State+AllSectors+sex1,8,99,state,All,2017,Gender,2017,NA,Male,0.966636717,1.146950364,0.280707985,0.138493568,Rajasthan
6662,NA,0.041567523,0.204728559,0.196218506,0.102127746,0.11409343,0.102038048,0.783868492,0.514321089,0.100118369,0.019536491,0.020576546,0.006559422,0.853209198,State+AllSectors+sex1,8,99,state,All,2017,Gender,2017,NA,Female,0.283251792,0.500395596,0.828232169,0.670023024,Rajasthan
6663,NA,0.104220241,0.745870948,0.66813612,0.075937934,0.1588016,0.206406489,0.634791911,0.163352206,0.210140139,0.115812898,0.126018465,0.053814404,0.494214088,State+AllSectors+sex1,9,99,state,All,2017,Gender,2017,NA,Male,0.766899467,1.069098473,0.468745708,0.239272356,Uttar Pradesh
6664,NA,0.053185571,0.113455892,0.107421674,0.041901704,0.169133857,0.113641292,0.717224836,0.551665425,0.04500939,0.011486444,0.01830527,0.004443841,0.920755029,State+AllSectors+sex1,9,99,state,All,2017,Gender,2017,NA,Female,0.370504707,0.585414886,0.832004607,0.682804346,Uttar Pradesh
6665,NA,0.08464697,0.683774769,0.625895321,0.034912724,0.120850042,0.326126218,0.553023756,0.169228122,0.181345582,0.108757325,0.123277701,0.039050419,0.547568977,State+AllSectors+sex1,10,99,state,All,2017,Gender,2017,NA,Male,0.994410694,1.181684971,0.235772058,0.081257045,Bihar
