,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,type,statenumber,sector,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
4849,NA,0.099412598,0.661731601,0.595947146,0.013655968,0.789356291,0.131739005,0.078904688,0.206904918,0.03312536,0.688611269,0.27826339,State+Urban+All,4,0,state,urban/rural,2019,All,2019,NA,NA,1.247226954,1.344217539,0.106708355,0.027867442,Chandigarh
4850,NA,0.086351812,0.475472838,0.434414893,0.018941112,0.686208487,0.060179573,0.253611952,0.290509552,0.005442117,0.806744576,0.187813312,State+Urban+All,4,1,state,urban/rural,2019,All,2019,NA,NA,1.570295215,1.66721797,0.165406719,0.101873197,Chandigarh
4851,NA,0.103843026,0.550848842,0.493647039,0.114305288,0.172103852,0.097987175,0.729908943,0.302034259,0.613923669,0.20329316,0.182783172,State+Urban+All,5,0,state,urban/rural,2019,All,2019,NA,NA,0.802082539,0.976241171,0.463723868,0.330287516,Uttrakhand
4852,NA,0.131713703,0.454553425,0.394682527,0.018368827,0.542093098,0.06532748,0.392579406,0.356976718,0.011887214,0.670982838,0.31712997,State+Urban+All,5,1,state,urban/rural,2019,All,2019,NA,NA,1.367105484,1.540162444,0.241193756,0.139481992,Uttrakhand
4853,NA,0.092520162,0.433357477,0.393263161,0.041600972,0.290172964,0.221403435,0.488423586,0.379493445,0.409552634,0.29240945,0.298037946,State+Urban+All,6,0,state,urban/rural,2019,All,2019,NA,NA,1.24495697,1.304769635,0.207624704,0.158416063,Haryana
4854,NA,0.074649408,0.486956656,0.450605631,0.015651843,0.573175073,0.112876877,0.313948035,0.286156863,0.043840207,0.539324701,0.416835129,State+Urban+All,6,1,state,urban/rural,2019,All,2019,NA,NA,1.487849951,1.609694242,0.173592359,0.086302765,Haryana
4855,NA,0.031468879,0.467264056,0.452559799,0.044862561,0.358398795,0.035232674,0.606368542,0.44425714,0.082503915,0.768112242,0.149383873,State+Urban+All,7,0,state,urban/rural,2019,All,2019,NA,NA,1.381996632,1.387334704,0.211543992,0.206205875,Delhi
4856,NA,0.118295394,0.473312527,0.417321831,0.006525566,0.67880255,0.023928193,0.297269255,0.319587588,0.000621132,0.715294719,0.284084171,State+Urban+All,7,1,state,urban/rural,2019,All,2019,NA,NA,1.679317951,1.771341324,0.153098375,0.077559575,Delhi
4857,NA,0.06638246,0.555000544,0.518158257,0.153359354,0.1037497,0.125884488,0.770365834,0.317984074,0.667309105,0.157258615,0.175432295,State+Urban+All,8,0,state,urban/rural,2019,All,2019,NA,NA,0.614908755,0.741514564,0.498092204,0.39604494,Rajasthan
4858,NA,0.127554759,0.466622472,0.407102555,0.03350462,0.403455079,0.080583803,0.515961111,0.345696896,0.061231885,0.54577744,0.392990679,State+Urban+All,8,1,state,urban/rural,2019,All,2019,NA,NA,0.988289595,1.142642498,0.317506701,0.196358621,Rajasthan
4859,NA,0.074323423,0.455979913,0.422089905,0.092016503,0.08198899,0.178811878,0.739199162,0.384553045,0.641357541,0.161983624,0.19665882,State+Urban+All,9,0,state,urban/rural,2019,All,2019,NA,NA,0.627593756,0.836733699,0.518676639,0.360178083,Uttar Pradesh
4860,NA,0.113803752,0.440743357,0.390585095,0.032594014,0.420398384,0.091065221,0.488536388,0.367023259,0.063198537,0.60221523,0.334586263,State+Urban+All,9,1,state,urban/rural,2019,All,2019,NA,NA,0.988772511,1.212928653,0.412437946,0.248831019,Uttar Pradesh
4861,NA,0.058941148,0.420769423,0.395968765,0.029245086,0.075665452,0.335077226,0.58925736,0.374646336,0.514931917,0.245279267,0.2397888,State+Urban+All,10,0,state,urban/rural,2019,All,2019,NA,NA,1.017797112,1.137209058,0.199128374,0.107379317,Bihar
4862,NA,0.098140866,0.394672155,0.355938703,0.014989616,0.278396487,0.135153443,0.5864501,0.32952854,0.092146747,0.677439034,0.230414197,State+Urban+All,10,1,state,urban/rural,2019,All,2019,NA,NA,1.004821658,1.251267791,0.306710094,0.122187518,Bihar
4863,NA,0.030602138,0.698785782,0.677401423,0.146329865,0.331375778,0.07209184,0.596532345,0.188855618,0.478926927,0.3693887,0.151684359,State+Urban+All,11,0,state,urban/rural,2019,All,2019,NA,NA,1.039933205,1.177920699,0.457692266,0.355672657,Sikkim
4864,NA,0.038747758,0.614264071,0.590462744,0.026839109,0.580142081,0.101216592,0.318641335,0.20745708,0.014330398,0.776523471,0.209146157,State+Urban+All,11,1,state,urban/rural,2019,All,2019,NA,NA,1.649353981,1.733760118,0.209029168,0.154419258,Sikkim
4865,NA,0.062266074,0.480113626,0.450218827,0.080179185,0.214326903,0.032235935,0.753437161,0.243316591,0.631302476,0.308247089,0.060450427,State+Urban+All,12,0,state,urban/rural,2019,All,2019,NA,NA,1.097937226,1.302506328,0.372599393,0.226914302,Arunachal Pradesh
4866,NA,0.09036573,0.442784548,0.402772009,0.011073685,0.586794317,0.05953455,0.353671163,0.271267295,0.073487289,0.756385922,0.170126766,State+Urban+All,12,1,state,urban/rural,2019,All,2019,NA,NA,2.052095175,2.121836185,0.103869908,0.064562023,Arunachal Pradesh
4867,NA,0.259200364,0.640521407,0.474498034,0.148032039,0.259116173,0.023882318,0.717001498,0.487321317,0.595701039,0.308708698,0.095590271,State+Urban+All,13,0,state,urban/rural,2019,All,2019,NA,NA,0.863026798,0.994753778,0.487717271,0.3958866,Nagaland
4868,NA,0.255125016,0.501636922,0.373656809,0.031174753,0.530219972,0.032916874,0.436863184,0.336823255,0.122044936,0.790656567,0.087298512,State+Urban+All,13,1,state,urban/rural,2019,All,2019,NA,NA,1.536630154,1.720819354,0.261673182,0.154054299,Nagaland
4869,NA,0.094757132,0.496547073,0.449495673,0.031661525,0.285150021,0.082190834,0.632659137,0.307876766,0.392401159,0.412894398,0.194704458,State+Urban+All,14,0,state,urban/rural,2019,All,2019,NA,NA,1.24160111,1.447843194,0.281446248,0.141947031,Manipur
4870,NA,0.104580805,0.516812086,0.462763488,0.016246224,0.404855788,0.071538024,0.523606181,0.293653309,0.094316587,0.655415118,0.25026831,State+Urban+All,14,1,state,urban/rural,2019,All,2019,NA,NA,1.225305438,1.468564987,0.298491925,0.122271895,Manipur
4871,NA,0.040267941,0.57175374,0.548730433,0.11658828,0.140372664,0.081752196,0.777875125,0.189607158,0.615748584,0.27349478,0.110756598,State+Urban+All,15,0,state,urban/rural,2019,All,2019,NA,NA,1.295722485,1.470706582,0.372216523,0.260236591,Mizoram
4872,NA,0.077615023,0.497478813,0.458866984,0.047426686,0.373402655,0.094833747,0.531763613,0.200364336,0.151268944,0.681827486,0.166903585,State+Urban+All,15,1,state,urban/rural,2019,All,2019,NA,NA,2.03906846,2.147903442,0.202941373,0.148098826,Mizoram
4873,NA,0.032055486,0.519936085,0.503269315,0.050329052,0.152638331,0.257634848,0.589726806,0.359696597,0.482274055,0.299824804,0.217901126,State+Urban+All,16,0,state,urban/rural,2019,All,2019,NA,NA,0.855879247,1.174764633,0.433492869,0.199120492,Tripura
4874,NA,0.047400821,0.480802029,0.458011597,0.016118677,0.356830865,0.171595246,0.471573889,0.30170235,0.070065856,0.697868228,0.232065916,State+Urban+All,16,1,state,urban/rural,2019,All,2019,NA,NA,1.165699244,1.433471084,0.383277714,0.190506265,Tripura
4875,NA,0.012009528,0.61822629,0.610801697,0.142388314,0.143260866,0.271352738,0.585386395,0.187952653,0.605331182,0.222569898,0.17209892,State+Urban+All,17,0,state,urban/rural,2019,All,2019,NA,NA,0.908719063,1.124417782,0.497027397,0.358864784,Meghalaya
4876,NA,0.110533319,0.486415833,0.432650685,0.013664893,0.539095044,0.137310579,0.323594391,0.185385212,0.016530177,0.801165402,0.182304427,State+Urban+All,17,1,state,urban/rural,2019,All,2019,NA,NA,1.783559203,1.943734527,0.270884007,0.174541399,Meghalaya
4877,NA,0.107698627,0.463336587,0.413435876,0.018989174,0.250146925,0.195514351,0.554338694,0.424363732,0.398627311,0.401699394,0.19967331,State+Urban+All,18,0,state,urban/rural,2019,All,2019,NA,NA,1.046369314,1.286945462,0.323827833,0.165232852,Assam
4878,NA,0.112255633,0.462658912,0.410722852,0.0070366,0.435141355,0.087446921,0.477411717,0.335223436,0.057578836,0.69582665,0.246594518,State+Urban+All,18,1,state,urban/rural,2019,All,2019,NA,NA,1.274920106,1.51588726,0.312700242,0.150180936,Assam
4879,NA,0.095074303,0.514409482,0.465502352,0.036231618,0.153298005,0.302075446,0.544626534,0.41351828,0.490315408,0.27694726,0.232737347,State+Urban+All,19,0,state,urban/rural,2019,All,2019,NA,NA,0.662583947,0.97103703,0.535924256,0.297617137,West Bengal
4880,NA,0.085609496,0.4973903,0.45480895,0.021342514,0.461630911,0.110424764,0.427944332,0.329797626,0.031159787,0.658624291,0.31021595,State+Urban+All,19,1,state,urban/rural,2019,All,2019,NA,NA,0.974382579,1.284928203,0.511786938,0.312479734,West Bengal
4881,NA,0.080176607,0.502325833,0.462051034,0.116812743,0.103823505,0.180848315,0.715328157,0.391615003,0.571330011,0.177988738,0.250681281,State+Urban+All,20,0,state,urban/rural,2019,All,2019,NA,NA,0.492553473,0.746096373,0.650811791,0.460316867,Jharkhand
4882,NA,0.13788949,0.429534346,0.370306075,0.024450706,0.416891575,0.168635607,0.414472848,0.333973229,0.044812698,0.591722727,0.363464594,State+Urban+All,20,1,state,urban/rural,2019,All,2019,NA,NA,1.133378029,1.401557684,0.397427887,0.218732387,Jharkhand
4883,NA,0.108550377,0.513064563,0.457371175,0.082818545,0.116144501,0.250571549,0.633283973,0.427445948,0.53350395,0.21372132,0.252774745,State+Urban+All,21,0,state,urban/rural,2019,All,2019,NA,NA,0.60138309,0.885931849,0.577864051,0.358355075,Odisha
4884,NA,0.154183432,0.465513587,0.393739104,0.025758078,0.479741991,0.137029544,0.383228451,0.369788468,0.043903973,0.647898316,0.308197707,State+Urban+All,21,1,state,urban/rural,2019,All,2019,NA,NA,1.204462528,1.462512732,0.380290419,0.212479457,Odisha
4885,NA,0.069008127,0.583543241,0.543274045,0.177939579,0.109429687,0.166265175,0.724305153,0.311116934,0.734332621,0.129062265,0.136605129,State+Urban+All,22,0,state,urban/rural,2019,All,2019,NA,NA,0.514148593,0.751694381,0.653045177,0.470524162,Chhattisgarh
4886,NA,0.139793605,0.50667578,0.435845733,0.041701976,0.533206046,0.056893282,0.409900665,0.347706825,0.071674071,0.645685732,0.282640189,State+Urban+All,22,1,state,urban/rural,2019,All,2019,NA,NA,1.216084719,1.502485991,0.431830555,0.239690572,Chhattisgarh
4887,NA,0.087386012,0.569414377,0.519655526,0.139225021,0.073892191,0.261312127,0.664795697,0.376199692,0.71611625,0.124852858,0.15903087,State+Urban+All,23,0,state,urban/rural,2019,All,2019,NA,NA,0.505470514,0.773731172,0.630065084,0.434259355,Madhya Pradesh
4888,NA,0.143687651,0.480910271,0.411809385,0.029599523,0.466857672,0.120180108,0.412962228,0.343676239,0.069120757,0.623481512,0.307397753,State+Urban+All,23,1,state,urban/rural,2019,All,2019,NA,NA,1.000391483,1.327685833,0.50419277,0.276302099,Madhya Pradesh
4889,NA,0.021830795,0.591009438,0.578107238,0.121407256,0.141850755,0.2377619,0.620387316,0.315311462,0.721654534,0.145119637,0.133225828,State+Urban+All,24,0,state,urban/rural,2019,All,2019,NA,NA,0.686475813,0.900240481,0.484008253,0.330257028,Gujarat
4890,NA,0.043153185,0.489508778,0.468384892,0.029388022,0.50813216,0.065362565,0.426505268,0.314567745,0.057293482,0.50197947,0.440727025,State+Urban+All,24,1,state,urban/rural,2019,All,2019,NA,NA,1.081824064,1.23217082,0.293498456,0.19010298,Gujarat
4891,NA,0.028646253,0.612173259,0.594636798,0.12943235,0.490848124,0.029026998,0.480124891,0.308740854,0.425293177,0.155157328,0.419549495,State+Urban+All,25,0,state,urban/rural,2019,All,2019,NA,NA,1.120631456,1.23112762,0.341756523,0.238964364,Daman & Diu
4892,NA,0.044084929,0.657728255,0.628732383,0.007204999,0.833809614,0.005235959,0.160954416,0.262743264,0.040304285,0.26052013,0.699175596,State+Urban+All,25,1,state,urban/rural,2019,All,2019,NA,NA,1.739718437,1.804630518,0.078527458,0.04013877,Daman & Diu
4893,NA,0.064439274,0.604303539,0.565362632,0.107146434,0.125091851,0.334792703,0.540115416,0.275301129,0.726484954,0.164156988,0.10935808,State+Urban+All,27,0,state,urban/rural,2019,All,2019,NA,NA,0.664646745,0.889877677,0.521104693,0.351460993,Maharashtra
4894,NA,0.118923664,0.493283153,0.434620112,0.018116631,0.575697899,0.08586739,0.338434726,0.289843649,0.034944613,0.677657425,0.287397981,State+Urban+All,27,1,state,urban/rural,2019,All,2019,NA,NA,1.640004635,1.794202328,0.240341663,0.142746612,Maharashtra
4895,NA,0.094258614,0.584370077,0.529288173,0.058128726,0.130443454,0.420343697,0.449212849,0.342585713,0.578983843,0.220672369,0.200343803,State+Urban+All,28,0,state,urban/rural,2019,All,2019,NA,NA,0.782207668,1.056227088,0.438862354,0.238465458,Andhra Pradesh
4896,NA,0.133090839,0.496421099,0.430352002,0.020480992,0.470554829,0.172686711,0.356758475,0.375061721,0.062943205,0.634376407,0.302680373,State+Urban+All,28,1,state,urban/rural,2019,All,2019,NA,NA,1.168950081,1.423110604,0.352430522,0.178160369,Andhra Pradesh
4897,NA,0.041090574,0.57792604,0.554178715,0.11265222,0.133503661,0.27677086,0.589725494,0.318094224,0.665928185,0.18397592,0.150095865,State+Urban+All,29,0,state,urban/rural,2019,All,2019,NA,NA,0.829004586,1.022913933,0.465786219,0.3201859,Karnataka
4898,NA,0.082849219,0.487306595,0.446933627,0.018427422,0.555023193,0.118599646,0.326377153,0.322710305,0.060122225,0.640292764,0.299585015,State+Urban+All,29,1,state,urban/rural,2019,All,2019,NA,NA,1.549377441,1.703142524,0.246891737,0.147000119,Karnataka
4899,NA,0.110104501,0.47306028,0.420974225,0.051619224,0.478998601,0.071339034,0.449662358,0.220166445,0.294144958,0.50126642,0.204588622,State+Urban+All,30,0,state,urban/rural,2019,All,2019,NA,NA,2.04546237,2.056927681,0.184464276,0.181597933,Goa
4900,NA,0.098777816,0.521539927,0.470023364,0.011892487,0.706214964,0.04025631,0.253528744,0.325408995,0.023305124,0.711234272,0.26546061,State+Urban+All,30,1,state,urban/rural,2019,All,2019,NA,NA,2.63496089,2.748806715,0.118565939,0.074364848,Goa
4901,NA,0.188560352,0.651687086,0.528804719,0.01779234,0.377548873,0.093796313,0.528654814,0.347433656,0.520644546,0.26999709,0.209358349,State+Urban+All,31,0,state,urban/rural,2019,All,2019,NA,NA,2.075043917,2.080178499,0.068909332,0.063774876,Lakshadweep
4902,NA,0.231283545,0.528259039,0.406081408,0.003066603,0.696852505,0.052045159,0.251102358,0.547572255,0.070569292,0.685503304,0.243927404,State+Urban+All,31,1,state,urban/rural,2019,All,2019,NA,NA,2.164597511,2.353876591,0.216814026,0.107160598,Lakshadweep
4903,NA,0.164719254,0.48616749,0.406086326,0.021668766,0.286067665,0.269061536,0.4448708,0.34671244,0.291931778,0.435820162,0.272248089,State+Urban+All,32,0,state,urban/rural,2019,All,2019,NA,NA,1.116022706,1.257127047,0.332403272,0.21947746,Kerala
4904,NA,0.168605536,0.456553698,0.379576206,0.013245462,0.414332747,0.1993386,0.386328638,0.337602854,0.11130178,0.599698663,0.288999528,State+Urban+All,32,1,state,urban/rural,2019,All,2019,NA,NA,1.323537588,1.508862615,0.319562197,0.19676818,Kerala
4905,NA,0.100190192,0.600322187,0.540175796,0.044199005,0.210279182,0.379467666,0.410253167,0.342588902,0.457732022,0.239637569,0.302630424,State+Urban+All,33,0,state,urban/rural,2019,All,2019,NA,NA,0.925502479,1.146402001,0.445673913,0.281721145,Tamil Nadu
4906,NA,0.102064855,0.51998359,0.466911525,0.015566491,0.529330075,0.173334301,0.297335595,0.309330404,0.070415527,0.57586062,0.353723854,State+Urban+All,33,1,state,urban/rural,2019,All,2019,NA,NA,1.432586432,1.670086503,0.324277937,0.182116643,Tamil Nadu
4907,NA,0.09558066,0.558412313,0.505038917,0.026468273,0.361062884,0.164373502,0.474563599,0.394524395,0.370080143,0.331492126,0.298427731,State+Urban+All,34,0,state,urban/rural,2019,All,2019,NA,NA,1.447689295,1.650773764,0.23629877,0.085147016,Puducherry
4908,NA,0.113224387,0.481127977,0.426652551,0.014630935,0.586560428,0.07173495,0.341704667,0.288743675,0.024993386,0.67634958,0.29865703,State+Urban+All,34,1,state,urban/rural,2019,All,2019,NA,NA,1.736153245,1.879424453,0.193592653,0.07963033,Puducherry
4909,NA,0.172246367,0.544721842,0.450895488,0.018885696,0.561095059,0.128847137,0.310057819,0.348353833,0.248509526,0.446196049,0.305294424,State+Urban+All,35,0,state,urban/rural,2019,All,2019,NA,NA,1.589300156,1.65751946,0.15713194,0.101215526,Andaman and Nicobar Island
4910,NA,0.153755099,0.58968991,0.499022067,0.005538182,0.70417428,0.119050331,0.176775411,0.349968433,0.018673413,0.73305881,0.248267755,State+Urban+All,35,1,state,urban/rural,2019,All,2019,NA,NA,1.836497426,1.901170254,0.140310824,0.095758148,Andaman and Nicobar Island
4911,NA,0.068660408,0.629719615,0.586482823,0.102063999,0.105884485,0.341133535,0.552981973,0.268914133,0.698471487,0.147151589,0.154376909,State+Urban+All,36,0,state,urban/rural,2019,All,2019,NA,NA,0.756990433,0.962862968,0.4464055,0.265085042,Telangana
4912,NA,0.126795813,0.521120429,0.455044568,0.018823972,0.560716212,0.116898134,0.322385639,0.3424941,0.04522809,0.675885201,0.278886706,State+Urban+All,36,1,state,urban/rural,2019,All,2019,NA,NA,1.444399834,1.595730662,0.233709157,0.121225461,Telangana
4913,below primary,0.050081562,0.447661668,0.425242096,0.058463044,0.094775118,0.361075461,0.544149458,0.612362087,0.600965559,0.158666506,0.240367919,AllStates+AllSectors+edu_cat,NA,99,allindia,All,2018,Education,2018,NA,NA,0.533258975,0.85457021,0.581845403,0.34133026,India
4914,primary and middle,0.069427751,0.52482754,0.488389939,0.055460267,0.193987638,0.262403965,0.543608427,0.388877928,0.405088961,0.28952527,0.305385768,AllStates+AllSectors+edu_cat,NA,99,allindia,All,2018,Education,2018,NA,NA,0.786100149,1.05928731,0.433197051,0.23341769,India
4915,secondary,0.093728192,0.409067869,0.370726675,0.042191282,0.312530696,0.141732484,0.54573679,0.238512352,0.314035118,0.433188617,0.252776265,AllStates+AllSectors+edu_cat,NA,99,allindia,All,2018,Education,2018,NA,NA,1.071784377,1.274443626,0.3304573,0.190706268,India
4916,tertiary,0.179598957,0.627761781,0.515016437,0.034965917,0.627123892,0.02349419,0.349381924,0.433383137,0.118881561,0.70720768,0.173910782,AllStates+AllSectors+edu_cat,NA,99,allindia,All,2018,Education,2018,NA,NA,1.914512634,2.043111563,0.178916737,0.103704289,India
4917,NA,0.004270543,0.403437197,0.401714295,0.030376926,0.087855347,0.277988106,0.634156585,0.542028606,0.585833728,0.155998662,0.258167595,AllStates+AllSectors+edu_cat,NA,99,allindia,All,2018,Education,2018,NA,NA,0.639207959,0.869182169,0.386820942,0.102083199,India
4918,below primary,0.049365081,0.457225412,0.434654415,0.067103364,0.049668428,0.377264827,0.573066711,0.625264525,0.69822681,0.095216155,0.206557021,AllStates+Urban+edu_cat,NA,0,allindia,urban/rural,2018,Education,2018,NA,NA,0.514605522,0.828583121,0.589319825,0.353683889,India
4919,primary and middle,0.070288122,0.538462043,0.500614583,0.067961372,0.117081463,0.29291895,0.589999616,0.399632394,0.533916712,0.205690965,0.260392338,AllStates+Urban+edu_cat,NA,0,allindia,urban/rural,2018,Education,2018,NA,NA,0.728855729,0.996952772,0.455916703,0.256816328,India
4920,secondary,0.096013583,0.426546544,0.385592282,0.055674851,0.215343654,0.173610091,0.611046255,0.249328375,0.457949847,0.329443783,0.212606356,AllStates+Urban+edu_cat,NA,0,allindia,urban/rural,2018,Education,2018,NA,NA,0.94022423,1.145875812,0.376627654,0.229696184,India
4921,tertiary,0.226830631,0.651407123,0.503648043,0.055473667,0.505274177,0.046490096,0.44823575,0.465101421,0.280309677,0.586037457,0.133652851,AllStates+Urban+edu_cat,NA,0,allindia,urban/rural,2018,Education,2018,NA,NA,1.56897974,1.745557785,0.270768344,0.160722867,India
4922,NA,0,0.484127343,0.484127343,0.040108159,0.05975163,0.288676322,0.651572049,0.443752438,0.641831398,0.123325191,0.234843403,AllStates+Urban+edu_cat,NA,0,allindia,urban/rural,2018,Education,2018,NA,NA,0.62046808,0.855761468,0.395898402,0.109825268,India
