,m_poor_1_20,m_poor_1_33,m_poor_1_50,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
36,0.363965392,0.156999633,0.028284401,2019,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
104,0.420604914,0.197023958,0.035889946,2019,State,urban/rural,All Households,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
105,0.221391454,0.056249794,0.009139598,2019,State,urban/rural,All Households,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
287,0.580519199,0.335492492,0.069600552,2019,State,All,Age,state,99,Tripura,NA,NA,15 to 29,NA,NA,NA
288,0.377300411,0.166441411,0.038664274,2019,State,All,Age,state,99,Tripura,NA,NA,30 to 45,NA,NA,NA
289,0.328239948,0.128681287,0.017472008,2019,State,All,Age,state,99,Tripura,NA,NA,45 to 64,NA,NA,NA
290,0.343295187,0.140260696,0.015758662,2019,State,All,Age,state,99,Tripura,NA,NA,65+,NA,NA,NA
291,0.599091411,0.599091411,0.105838209,2019,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA
612,0.626950085,0.378338724,0.081023589,2019,State,urban/rural,Age,statesector,0,Tripura,NA,NA,15 to 29,NA,NA,NA
613,0.41628769,0.199537694,0.045982942,2019,State,urban/rural,Age,statesector,0,Tripura,NA,NA,30 to 45,NA,NA,NA
614,0.389633238,0.165397197,0.022845037,2019,State,urban/rural,Age,statesector,0,Tripura,NA,NA,45 to 64,NA,NA,NA
615,0.422763258,0.193247706,0.022577779,2019,State,urban/rural,Age,statesector,0,Tripura,NA,NA,65+,NA,NA,NA
616,0.299495876,0.299495876,0.299495876,2019,State,urban/rural,Age,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
617,0.397322506,0.166439459,0.024530089,2019,State,urban/rural,Age,statesector,1,Tripura,NA,NA,15 to 29,NA,NA,NA
618,0.255392015,0.062953442,0.0157797,2019,State,urban/rural,Age,statesector,1,Tripura,NA,NA,30 to 45,NA,NA,NA
619,0.196502864,0.049896639,0.005942621,2019,State,urban/rural,Age,statesector,1,Tripura,NA,NA,45 to 64,NA,NA,NA
620,0.180693597,0.031842723,0.0018059,2019,State,urban/rural,Age,statesector,1,Tripura,NA,NA,65+,NA,NA,NA
621,0.762826979,0.762826979,0,2019,State,urban/rural,Age,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
826,0.598936677,0.301089287,0.070943616,2019,State,All,Education,state,99,Tripura,NA,NA,NA,No education / Preschool,NA,NA
827,0.447531044,0.225372806,0.043411132,2019,State,All,Education,state,99,Tripura,NA,NA,NA,Primary,NA,NA
828,0.241900504,0.069991119,0.003798378,2019,State,All,Education,state,99,Tripura,NA,NA,NA,Secondary,NA,NA
829,0.099354699,0.006159294,0,2019,State,All,Education,state,99,Tripura,NA,NA,NA,Higher,NA,NA
830,0.653361559,0.189181969,0.016039779,2019,State,All,Education,state,99,Tripura,NA,NA,NA,NA,NA,NA
1158,0.612995863,0.330244124,0.077091545,2019,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,No education / Preschool,NA,NA
1159,0.481623679,0.258318186,0.049759153,2019,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Primary,NA,NA
1160,0.287152261,0.092313588,0.005742901,2019,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Secondary,NA,NA
1161,0.177383646,0.015056744,0,2019,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Higher,NA,NA
1162,0.641469181,0.126861081,0.017782344,2019,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
1163,0.526319444,0.150501356,0.039188899,2019,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,No education / Preschool,NA,NA
1164,0.327151418,0.109043993,0.020996539,2019,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Primary,NA,NA
1165,0.153506979,0.026387045,0,2019,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Secondary,NA,NA
1166,0.045338854,0,0,2019,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Higher,NA,NA
1167,0.762826979,0.762826979,0,2019,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
1302,0.359800994,0.153388351,0.027311791,2019,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,1,NA
1303,0.390258342,0.179269627,0.034374781,2019,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,2,NA
1304,0.599091411,0.599091411,0.105838209,2019,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,NA,NA
1491,0.415935695,0.192132965,0.03490182,2019,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,1,NA
1492,0.450490624,0.228079081,0.041899189,2019,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,2,NA
1493,0.299495876,0.299495876,0.299495876,2019,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
1494,0.219125062,0.056292724,0.008290854,2019,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,1,NA
1495,0.233573079,0.052299153,0.01480116,2019,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,2,NA
1496,0.762826979,0.762826979,0,2019,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
1655,0.602944136,0.41817373,0.019374885,2019,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,1
1656,0.306235343,0.142255604,0.018158421,2019,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,2 to 3
1657,0.366827756,0.153935686,0.032057203,2019,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,4 to 6
1658,0.502352834,0.180656374,0.040782686,2019,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,7+
1925,0.773988307,0.609510481,0.033397034,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,1
1926,0.373881489,0.190890804,0.024566056,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,2 to 3
1927,0.415535808,0.188493639,0.041170906,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,4 to 6
1928,0.556118846,0.213910714,0.037720803,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,7+
1929,0.366606593,0.15379712,0,2019,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,1
1930,0.169181719,0.043718856,0.005176309,2019,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,2 to 3
1931,0.223652527,0.052354034,0.005267854,2019,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,4 to 6
1932,0.373965591,0.101248674,0.048094124,2019,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,7+
1991,0.407338083,0.202919796,0.052868325,2015,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
2057,0.478287905,0.248896465,0.068860382,2015,State,urban/rural,All Households,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
2058,0.224485427,0.084428206,0.011653421,2015,State,urban/rural,All Households,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
2218,0.625334561,0.389716923,0.129643396,2015,State,All,Age,state,99,Tripura,NA,NA,15 to 29,NA,NA,NA
2219,0.41630891,0.216234311,0.067236051,2015,State,All,Age,state,99,Tripura,NA,NA,30 to 45,NA,NA,NA
2220,0.360168576,0.158169001,0.03065826,2015,State,All,Age,state,99,Tripura,NA,NA,45 to 64,NA,NA,NA
2221,0.403399676,0.195586473,0.033489674,2015,State,All,Age,state,99,Tripura,NA,NA,65+,NA,NA,NA
2500,0.672309458,0.43707186,0.151321068,2015,State,urban/rural,Age,statesector,0,Tripura,NA,NA,15 to 29,NA,NA,NA
2501,0.471512675,0.252481997,0.083383374,2015,State,urban/rural,Age,statesector,0,Tripura,NA,NA,30 to 45,NA,NA,NA
2502,0.433363587,0.199664608,0.041355837,2015,State,urban/rural,Age,statesector,0,Tripura,NA,NA,45 to 64,NA,NA,NA
2503,0.522021651,0.273234695,0.051815148,2015,State,urban/rural,Age,statesector,0,Tripura,NA,NA,65+,NA,NA,NA
2504,0.443567723,0.206479698,0.045762848,2015,State,urban/rural,Age,statesector,1,Tripura,NA,NA,15 to 29,NA,NA,NA
2505,0.250870138,0.107604548,0.018844537,2015,State,urban/rural,Age,statesector,1,Tripura,NA,NA,30 to 45,NA,NA,NA
2506,0.189028978,0.061146833,0.005645914,2015,State,urban/rural,Age,statesector,1,Tripura,NA,NA,45 to 64,NA,NA,NA
2507,0.186618924,0.053684909,0,2015,State,urban/rural,Age,statesector,1,Tripura,NA,NA,65+,NA,NA,NA
2702,0.604578674,0.368275106,0.124243721,2015,State,All,Education,state,99,Tripura,NA,NA,NA,No education / Preschool,NA,NA
2703,0.51207751,0.297236383,0.087779224,2015,State,All,Education,state,99,Tripura,NA,NA,NA,Primary,NA,NA
2704,0.29761523,0.095807381,0.006476231,2015,State,All,Education,state,99,Tripura,NA,NA,NA,Secondary,NA,NA
2705,0.093747482,0.021379249,0,2015,State,All,Education,state,99,Tripura,NA,NA,NA,Higher,NA,NA
2706,0.474110246,0.143821061,0.106983572,2015,State,All,Education,state,99,Tripura,NA,NA,NA,NA,NA,NA
3030,0.652548671,0.412230402,0.147382885,2015,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,No education / Preschool,NA,NA
3031,0.557335377,0.336508691,0.103229269,2015,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Primary,NA,NA
3032,0.352978975,0.11736732,0.009018437,2015,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Secondary,NA,NA
3033,0.200957134,0.053874236,0,2015,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,Higher,NA,NA
3034,0.487405211,0.228624865,0.170066237,2015,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
3035,0.405405998,0.185771689,0.028169353,2015,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,No education / Preschool,NA,NA
3036,0.352006018,0.158335075,0.033134326,2015,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Primary,NA,NA
3037,0.170279175,0.046219751,0.000629184,2015,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Secondary,NA,NA
3038,0.035165332,0.003623143,0,2015,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,Higher,NA,NA
3039,0.451562971,0,0,2015,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
3138,0.400603265,0.195654973,0.052880321,2015,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,1,NA
3139,0.46397689,0.264015973,0.052767444,2015,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,2,NA
3270,0.472351015,0.24103567,0.067637935,2015,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,1,NA
3271,0.534691513,0.323578387,0.080474317,2015,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,2,NA
3272,0.207256109,0.073362224,0.013111223,2015,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,1,NA
3273,0.335146725,0.155503273,0.002290191,2015,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,2,NA
3422,0.561999679,0.423046947,0.019930827,2015,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,1
3423,0.366464734,0.200645015,0.040655717,2015,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,2 to 3
3424,0.409538567,0.200585052,0.055988312,2015,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,4 to 6
3425,0.454818428,0.198820934,0.062966309,2015,State,All,HH Size,state,99,Tripura,NA,NA,NA,NA,NA,7+
3686,0.731772006,0.595712066,0.022514427,2015,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,1
3687,0.447220176,0.252797812,0.05479208,2015,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,2 to 3
3688,0.469992101,0.238444015,0.070268095,2015,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,4 to 6
3689,0.547714472,0.267549455,0.087436415,2015,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,7+
3690,0.351430237,0.208889544,0.016726375,2015,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,1
3691,0.209812596,0.099477217,0.013233508,2015,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,2 to 3
3692,0.230316147,0.088347226,0.013654034,2015,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,4 to 6
3693,0.215778917,0.021969143,0,2015,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,7+
37,0.444168031,0.22938703,0.065850653,2019,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
106,0.505267441,0.263667822,0.077120312,2019,State,urban/rural,All Households,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
107,0.241752371,0.115818553,0.028515523,2019,State,urban/rural,All Households,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
292,0.669090629,0.402399272,0.128589809,2019,State,All,Age,state,99,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
293,0.473430216,0.273961157,0.09775354,2019,State,All,Age,state,99,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
294,0.409909546,0.186212584,0.040740199,2019,State,All,Age,state,99,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
295,0.384202152,0.176353529,0.035603717,2019,State,All,Age,state,99,Uttar Pradesh,NA,NA,65+,NA,NA,NA
296,0.42827642,0.293129593,0.08209645,2019,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
622,0.715658367,0.441878617,0.143139526,2019,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
623,0.527252674,0.308943748,0.112439476,2019,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
624,0.475434244,0.217279419,0.049074803,2019,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
625,0.446750343,0.206914276,0.041979458,2019,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,65+,NA,NA,NA
626,0.650874078,0.440113842,0.128028616,2019,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
627,0.420993894,0.192066967,0.051073916,2019,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
628,0.293850482,0.157241002,0.048753623,2019,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
629,0.208120435,0.090539508,0.015073045,2019,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
630,0.172403425,0.072869718,0.014014381,2019,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,65+,NA,NA,NA
631,0.030418547,0.030418547,0,2019,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
831,0.603428364,0.363842964,0.128168866,2019,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
832,0.531624615,0.305457592,0.097007453,2019,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
833,0.3476969,0.135726511,0.019108342,2019,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
834,0.175645396,0.051629487,0.004940827,2019,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
835,0.464190304,0.239836127,0.050786167,2019,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1168,0.636930704,0.385918677,0.138656497,2019,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
1169,0.589288592,0.338013828,0.113437593,2019,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
1170,0.404256791,0.163990721,0.023365494,2019,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
1171,0.264824361,0.08186803,0.008272554,2019,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
1172,0.549657106,0.283203542,0.076751038,2019,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1173,0.453759223,0.265221328,0.081316151,2019,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
1174,0.318325937,0.185032368,0.036232479,2019,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
1175,0.16403836,0.043948323,0.005284716,2019,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
1176,0.048096307,0.008380516,0.000175592,2019,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
1177,0.297020912,0.155011341,0,2019,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1305,0.438145518,0.223228037,0.063520677,2019,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,1,NA
1306,0.48141548,0.267182201,0.080177926,2019,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,2,NA
1307,0.42827642,0.293129593,0.08209645,2019,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1497,0.500495195,0.258326441,0.074971005,2019,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,NA,NA,1,NA
1498,0.533899307,0.295673072,0.090060331,2019,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,NA,NA,2,NA
1499,0.650874078,0.440113842,0.128028616,2019,State,urban/rural,Gender,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1500,0.233169317,0.107841067,0.025877418,2019,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,NA,NA,1,NA
1501,0.298464566,0.167867139,0.045729309,2019,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,NA,NA,2,NA
1502,0.030418547,0.030418547,0,2019,State,urban/rural,Gender,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1659,0.649064541,0.416857213,0.010310009,2019,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,1
1660,0.396593153,0.212794468,0.035710521,2019,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,2 to 3
1661,0.403348684,0.215925351,0.065728992,2019,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,4 to 6
1662,0.5097332,0.249374405,0.07520806,2019,State,All,HH Size,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,7+
1933,0.760768831,0.522677839,0.012142568,2019,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,1
1934,0.469386607,0.263230592,0.045461666,2019,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,2 to 3
1935,0.465102673,0.252433538,0.078056931,2019,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,4 to 6
1936,0.562460899,0.274509877,0.084965512,2019,State,urban/rural,HH Size,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,7+
1937,0.348460793,0.132086799,0.005378473,2019,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,1
1938,0.188441828,0.068573453,0.007827337,2019,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,2 to 3
1939,0.21560134,0.104931511,0.02824901,2019,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,4 to 6
1940,0.301945865,0.150321439,0.036756247,2019,State,urban/rural,HH Size,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,7+
1992,0.604101062,0.407822877,0.14065963,2015,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2059,0.692323506,0.483721554,0.166005403,2015,State,urban/rural,All Households,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2060,0.337737828,0.178667709,0.064135052,2015,State,urban/rural,All Households,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2222,0.764153361,0.574329376,0.224706963,2015,State,All,Age,state,99,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
2223,0.632965386,0.452692568,0.19316192,2015,State,All,Age,state,99,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
2224,0.561292708,0.34883219,0.093754247,2015,State,All,Age,state,99,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
2225,0.570883453,0.3715581,0.087521873,2015,State,All,Age,state,99,Uttar Pradesh,NA,NA,65+,NA,NA,NA
2226,1,1,0.442040056,2015,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2508,0.833381653,0.655038714,0.260901719,2015,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
2509,0.715943456,0.528487802,0.225480691,2015,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
2510,0.657681525,0.423842847,0.111487344,2015,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
2511,0.655266166,0.441197753,0.105024591,2015,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,65+,NA,NA,NA
2512,1,1,0.442040056,2015,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
2513,0.504225969,0.271294832,0.088808678,2015,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,15 to 29,NA,NA,NA
2514,0.377641678,0.219470367,0.093717001,2015,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,30 to 45,NA,NA,NA
2515,0.294681251,0.141352728,0.044704523,2015,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,45 to 64,NA,NA,NA
2516,0.28956309,0.139389187,0.029170237,2015,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,65+,NA,NA,NA
2707,0.764555633,0.580895543,0.246358231,2015,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
2708,0.660837352,0.465220094,0.174031749,2015,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
2709,0.47786808,0.254391968,0.035425946,2015,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
2710,0.261775047,0.112644129,0.007460814,2015,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
2711,0.607584596,0.404045522,0.130173862,2015,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3040,0.809061468,0.631368637,0.267427117,2015,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
3041,0.729444981,0.530933976,0.200741336,2015,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
3042,0.573478401,0.321993142,0.044953898,2015,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
3043,0.424512237,0.201919243,0.013447829,2015,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
3044,0.675220966,0.467264503,0.153487206,2015,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
3045,0.579821467,0.371392727,0.158905804,2015,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,No education / Preschool,NA,NA
3046,0.420102447,0.234639138,0.080311432,2015,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Primary,NA,NA
3047,0.216431797,0.069543786,0.009372775,2015,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Secondary,NA,NA
3048,0.082556158,0.014327416,0.000867448,2015,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,Higher,NA,NA
